line_id	source_image_id	source_group	x	y	w	h	detector_version	crop_path	quality_score	provisional_class	raw_prelabel	verified_text	label_status	review_status
IMG_0167_L02	IMG_0167	P_20260903_204034	50	653	1179	86	v1.1	work/crops/IMG_0167_L02.jpg	200.84307919490792	TEXT_WITH_CONTEXTUAL_NUMBERS	k) 2Sgm3		PRELABELED	PENDING
IMG_0146_L04	IMG_0146	P_20260903_204000	25	635	1215	179	v1.1	work/crops/IMG_0146_L04.jpg	194.7559946723419	TEXT_WITH_CONTEXTUAL_NUMBERS	Đấp số: 5 phần.		PRELABELED	PENDING
IMG_0008_L06	IMG_0008	P_20260903_203659	0	772	1372	207	v1.1	work/crops/IMG_0008_L06.jpg	191.80898768411055	TEXT_WITH_CONTEXTUAL_NUMBERS	Đáp số, Chu vị: 100m		PRELABELED	PENDING
IMG_0107_L01	IMG_0107	P_20260903_203910	0	130	1372	524	v1.1	work/crops/IMG_0107_L01.jpg	191.30727864268258	TEXT_WITH_CONTEXTUAL_NUMBERS	Áìng ồn h  ip3n Tna n cp		PRELABELED	PENDING
IMG_0059_L00	IMG_0059	P_20260903_203810	0	0	842	109	v1.1	work/crops/IMG_0059_L00.jpg	189.52476252402025	TEXT_WITH_CONTEXTUAL_NUMBERS	2) BBà giảu:		PRELABELED	PENDING
IMG_0059_L03	IMG_0059	P_20260903_203810	26	384	809	120	v1.1	work/crops/IMG_0059_L03.jpg	189.52476252402025	TEXT_WITH_CONTEXTUAL_NUMBERS	Đáp số: 9 e².		PRELABELED	PENDING
IMG_0067_L00	IMG_0067	P_20260903_203823	0	0	1141	185	v1.1	work/crops/IMG_0067_L00.jpg	189.32803037269795	TEXT_WITH_CONTEXTUAL_NUMBERS	Thểx kích 3akhối gố A là:		PRELABELED	PENDING
IMG_0067_L02	IMG_0067	P_20260903_203823	0	472	1141	113	v1.1	work/crops/IMG_0067_L02.jpg	189.32803037269795	TEXT_WITH_CONTEXTUAL_NUMBERS	 Đáp ố:170		PRELABELED	PENDING
IMG_0055_L00	IMG_0055	P_20260903_203802	0	0	1280	665	v1.1	work/crops/IMG_0055_L00.jpg	187.44610859621775	TEXT_WITH_CONTEXTUAL_NUMBERS	mntỏ ảhnh nh c0		PRELABELED	PENDING
IMG_0074_L01	IMG_0074	P_20260903_203832	65	165	1225	125	v1.1	work/crops/IMG_0074_L01.jpg	184.26223357113648	TEXT_WITH_CONTEXTUAL_NUMBERS	 Đáp số: 54cm².		PRELABELED	PENDING
